source,Region,Key,item_code,display_name,Markup/gkm,KVI,category,sub_category,leaf_category,PRODUCT TYPE,brand,Unit wt,Total_Inventory,Last_90day_qty_Sold,Last_90day_Sale,Last90daysale_stores_cnt,latest_MRP,CP,latest_selling,gm%,Guardrail LOWER,GUARDRAIL HIGHER,SATELLITE LOW,SATELLITE HIGH
STPLS,CG,CG103764,103764,Pushti Gold Red Peanut | 500g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Raw Peanut,Raw Peanut,Raw Peanut Red,Pushti,0.5,79,175,18862,31,160,84,120,30%,25%,30%,,
STPLS,CG,CG76759,76759,Pushti Indian Cashew Nuts 100g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,Pushti,0.1,57,102,12260,17,130,116,120,3%,30%,35%,,
STPLS,CG,CG78997,78997,Pushti Natural Tasty Chile Walnuts | 500 g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Walnut,WALNUT KERNELS,Pushti,0.5,33,114,60628,28,800,460,535,14%,20%,25%,,
STPLS,CG,CG101335,101335,Pushti Panchmeva 100 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Mixed Dry Fruits,Pushti,0.1,98,12,1188,4,120,62,99,37%,40%,45%,,
STPLS,CG,CG101334,101334,Pushti Panchmeva 250 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Mixed Dry Fruits,Pushti,0.25,519,262,52066,32,250,145,199,27%,25%,30%,,
STPLS,CG,CG104109,104109,Pushti Raisins |100 g| Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Raisins,Raisins,Raisins Plain,Pushti,0.1,55,46,4038,14,129,116,99,-17%,30%,35%,,
STPLS,CG,CG104107,104107,Pushti Raisins Silver Tray |100 g| Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Raisins,Raisins,Raisins Plain,Pushti,0.1,7,55,4400,18,90,53,80,34%,30%,35%,,
STPLS,CG,CG94498,94498,Pushti Roasted & Salted American Pistachios | 100 g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Pista,Pista Roasted & Salted,Pushti,0.1,13,211,31674,31,250,110,150,27%,25%,30%,,
STPLS,CG,CG78999,78999,Pushti Roasted & Salted American Pistachios | 250 g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Pista,Pista Roasted & Salted,Pushti,0.25,17,211,75776,30,400,261,360,28%,25%,30%,,
STPLS,CG,CG87558,87558,Pushti Silver California walnut Kernels | 250 g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Walnut,WALNUT KERNELS,Pushti,0.25,14,95,53200,31,600,360,560,36%,20%,25%,,
STPLS,CG,CG102362,102362,Ramadan Arabian Dates | 250g | B1G1,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Ramadan,0.25,320,237,30692,31,130,97,130,25%,20%,25%,,
STPLS,CG,CG12875,12875,Ramadan Arabian Dates | 500g | Buy 1 Get 1 Free,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Ramadan,0.5,301,112,29004,31,255,191,255,25%,20%,25%,,
STPLS,CG,CG102363,102363,Ramadan Arabian Gold Dates | 500g | B1G1,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Ramadan,0.5,314,114,29742,32,255,191,255,25%,20%,25%,,
STPLS,CG,CG102364,102364,Ramadan Desert Diamond Dates 500g,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Ramadan,0.5,130,53,9935,22,199,149,187,20%,20%,25%,,
STPLS,CG,CG104629,104629,Ramadan Kimia Gold Dates 400gm,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Ramadan,0.4,836,294,52626,33,375,130,179,27%,20%,25%,,
STPLS,CG,CG102367,102367,Ramadan Navhmeva Dry Fruit Jar | 400g | Pack of 1,GKM Based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Mixed Dry Fruits,Ramadan,0.4,16,50,18895,24,525,315,499,37%,35%,40%,,
STPLS,CG,CG102365,102365,Ramadan Panchmeva Dry Fruit Jar | 400g | Pack of 1,GKM Based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Mixed Dry Fruits,Ramadan,0.4,6,39,16143,21,525,315,499,37%,35%,40%,,
STPLS,CG,CG102366,102366,Ramadan Satmeva Dry Fruit Jar | 400g | Pack of 1,GKM Based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Mixed Dry Fruits,Ramadan,0.4,4,56,21024,27,525,315,499,37%,35%,40%,,
STPLS,CG,CG89117,89117,Ramdan Black Gold Dates | 400g | Buy 1 Get 1 Free,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Ramadan,0.4,192,59,18610,22,316,237,316,25%,20%,25%,,
STPLS,CG,CG95372,95372,Raw White Peanut Loose | 1kg,cost based,NON KVI,Dry Fruits & Nuts,Raw Peanut,Raw Peanut,Raw Peanut White,Loose Container,1,1998,6776,1038709,33,200,179,195,8%,12%,15%,14%,16%
STPLS,CG,CG96291,96291,Regency California Almonds 250g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,Regency,0.25,18,60,17940,26,395,212,299,29%,20%,25%,,
STPLS,CG,CG96294,96294,Regency California Pista Rosted & Salted 200g,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Pista,Pista Roasted & Salted,Regency,0.2,5,65,21125,27,380,230,325,29%,25%,30%,,
STPLS,CG,CG96295,96295,Regency California Walnut inshell 500g,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Walnut,WALNUT INSHELL,Regency,0.5,10,156,86860,32,745,425,560,24%,20%,25%,,
STPLS,CG,CG96293,96293,Regency Cashew W320 250g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,Regency,0.25,35,106,36010,32,475,269,345,22%,25%,30%,,
STPLS,CG,CG96298,96298,Regency Dried Apricot 200g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Apricot,Regency,0.2,191,12,3360,7,335,190,280,32%,40%,45%,,
STPLS,CG,CG97266,97266,Regency Dried Blueberry Whole 75g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Blueberry,Regency,0.075,6,0,0,0,240,126,199,37%,40%,45%,,
STPLS,CG,CG69916,69916,Regency Dried Cranberry Slices 200g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Cranberry,Regency,0.2,2,5,883,3,260,123,199,38%,40%,45%,,
STPLS,CG,CG96300,96300,Regency Independence Almond 250g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,Regency,0.25,57,39,11079,22,375,199,299,33%,20%,25%,,
STPLS,CG,CG96301,96301,Regency Indian kishmish 250g,cost based,NON KVI,Dry Fruits & Nuts,Raisins,Raisins,Raisins Plain,Regency,0.25,98,64,13440,24,250,116,210,45%,30%,35%,,
STPLS,CG,CG96340,96340,Regency Indian kishmish Long 250g,cost based,NON KVI,Dry Fruits & Nuts,Raisins,Raisins,Raisins Plain,Regency,0.25,113,60,13200,25,275,126,220,43%,30%,35%,,
STPLS,CG,CG96353,96353,Regency Trail Mix 80g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,SEED MIXES,Regency,0.25,49,134,18492,29,150,90,138,35%,40%,45%,,
STPLS,CG,CG96292,96292,Regency USA Almond 500g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,Regency,0.5,30,78,40114,29,785,420,520,19%,15%,20%,,
STPLS,CG,CG38839,38839,Sunflower Seeds 100g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,SUNFLOWER SEEDS,ASM,0.1,435,865,35440,32,49,17,38,55%,40%,45%,,
STPLS,JH,JH97393,97393,Basil Seeds 50g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,BASIL SEEDS,ASM,0.05,1711,409,10989,67,39,12,29,59%,60%,65%,,
STPLS,JH,JH645,645,Almond Badaam 100g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,ASM,0.1,827,4644,568129,74,169,86,125,31%,30%,35%,,
STPLS,JH,JH646,646,Almond Badaam 250g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,ASM,0.25,1132,4130,1127391,74,379,216,285,24%,20%,25%,,
STPLS,JH,JH647,647,Almond Badaam 500g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,ASM,0.5,652,1827,857947,74,649,431,499,14%,15%,20%,,
STPLS,JH,JH104239,104239,Almond Badaam Popular 500g,cost based,KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,ASM,0.5,2461,2541,1074437,74,559,372,429,13%,10%,15%,,
STPLS,JH,JH90023,90023,Almond Premium 100g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,ASM,0.1,819,1777,257463,73,189,104,145,28%,30%,35%,,
STPLS,JH,JH90024,90024,Almond Premium 250g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,ASM,0.25,835,1592,487696,74,419,260,320,19%,20%,25%,,
STPLS,JH,JH93839,93839,Almonds | Pack of 1,GKM Based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,ASM,0.02,857,8737,174723,74,20,17,20,15%,15%,20%,,
STPLS,JH,JH37131,37131,Apis Arabian Pearls Fard Dates 500g,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Apis,0.5,324,182,45158,55,262,196,244,20%,20%,25%,,
STPLS,JH,JH73349,73349,Apis Deseeded Dates 500g,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Apis,0.5,127,17,2143,17,136,102,126,19%,20%,25%,,
STPLS,JH,JH92487,92487,Apis Royal Zahidi Premium Dates 250 g B1G1,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Apis,0.5,343,523,70596,69,145,109,135,19%,20%,25%,,
STPLS,JH,JH89706,89706,Apis Royal Zahidi Premium Dates 500 g B1G1 Free,GKM Based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Apis,1,317,366,91848,68,270,203,251,19%,20%,25%,,
STPLS,JH,JH90025,90025,Basil Seeds 100g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,BASIL SEEDS,ASM,0.1,944,255,11082,60,69,23,49,53%,55%,60%,,
STPLS,JH,JH97217,97217,Bolas Cashew Nuts 250g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,Bolas,0.25,224,740,236800,72,439,235,320,27%,25%,30%,,
STPLS,JH,JH95138,95138,Bolas Cashew Nuts 500 g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,Bolas,0.5,298,406,227280,71,889,436,560,22%,15%,20%,,
STPLS,JH,JH97216,97216,Bolas Cashew Value Pack 500g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,Bolas,0.5,200,177,94218,62,749,426,540,21%,15%,20%,,
STPLS,JH,JH95151,95151,Bolas Fard Dates | 500g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Bolas,0.5,784,262,67979,58,280,183,270,32%,25%,30%,,
STPLS,JH,JH95142,95142,Bolas Indian Raisins 250 g,cost based,NON KVI,Dry Fruits & Nuts,Raisins,Raisins,Raisins Plain,Bolas,0.25,335,733,153787,71,249,162,210,23%,25%,35%,,
STPLS,JH,JH95143,95143,Bolas Indian Raisins 500 g,cost based,NON KVI,Dry Fruits & Nuts,Raisins,Raisins,Raisins Plain,Bolas,0.5,1208,576,198167,68,475,262,399,34%,20%,25%,,
STPLS,JH,JH103884,103884,Bolas Panchameva Mixed Dryfruits | 250g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Mixed Dry Fruits,Bolas,0.25,255,811,234243,74,340,204,289,29%,25%,30%,,
STPLS,JH,JH103885,103885,Bolas Panchameva Mixed Dryfruits | 500g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Mixed Dry Fruits,Bolas,0.5,238,344,181726,67,675,396,529,25%,25%,30%,,
STPLS,JH,JH95149,95149,Bolas Popular Anjeer | 250g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Anjeer,Bolas,0.25,274,949,455475,72,560,258,480,46%,40%,45%,,
STPLS,JH,JH95146,95146,Bolas Raw Chia Seeds 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,CHIA SEEDS,Bolas,0.2,454,356,60520,68,175,96,170,44%,40%,45%,,
STPLS,JH,JH95147,95147,Bolas Raw Flax Seeds 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,FLAX SEEDS,Bolas,0.2,800,641,41665,73,65,53,65,18%,35%,40%,,
STPLS,JH,JH95144,95144,Bolas Raw Pumpkin Seeds | 200g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,PUMPKIN SEEDS,Bolas,0.2,409,525,115485,71,229,134,220,39%,40%,45%,,
STPLS,JH,JH95145,95145,Bolas Raw Sunflower Seeds 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,SUNFLOWER SEEDS,Bolas,0.2,609,324,46970,68,145,75,145,48%,50%,55%,,
STPLS,JH,JH95141,95141,Bolas Roasted And Salted Pista | 200g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Pista,Pista Roasted & Salted,Bolas,0.2,455,1399,474131,73,475,260,339,23%,25%,30%,,
STPLS,JH,JH95139,95139,Bolas Royal Almonds | 250g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,Bolas,0.25,209,576,167364,74,429,236,299,21%,25%,30%,,
STPLS,JH,JH95140,95140,Bolas Royal Almonds | 500g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,Bolas,0.5,279,285,152170,69,859,458,560,18%,20%,25%,,
STPLS,JH,JH103980,103980,Bolas Walnut Chef Secret | 200g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Walnut,WALNUT KERNELS,Bolas,0.2,294,1485,658314,70,449,356,449,21%,20%,25%,,
STPLS,JH,JH95148,95148,Bolas Walnut Kernels 200 g,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Walnut,WALNUT KERNELS,Bolas,0.2,28,42,22240,21,595,410,540,24%,25%,30%,,
STPLS,JH,JH93836,93836,Cashew Pack | Pack of 1,GKM Based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,ASM,0.02,2262,21605,432100,74,20,18,20,10%,15%,20%,,
STPLS,JH,JH76733,76733,Chia Seeds 100g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,CHIA SEEDS,ASM,0.1,584,2201,105761,72,69,22,48,54%,50%,55%,,
STPLS,JH,JH76734,76734,Chia Seeds 50g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,CHIA SEEDS,ASM,0.05,2292,1449,43013,73,39,11,29,62%,60%,65%,,
STPLS,JH,JH661,661,Chiraunji Dana 50g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,CHIRAUNJI DANA,ASM,0.05,488,258,34121,68,169,92,130,29%,40%,45%,,
STPLS,JH,JH665,665,Chuhara Dry Date | 500g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Chuhara,Chuhara,ASM,0.5,840,2841,475850,74,219,116,169,31%,30%,35%,,
STPLS,JH,JH10977,10977,Chuhara Dry Dates 100g,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Chuhara,Chuhara,ASM,0.1,576,1579,63175,74,59,23,40,43%,40%,45%,,
STPLS,JH,JH664,664,Chuhara Dry Dates 250g,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Chuhara,Chuhara,ASM,0.25,662,2308,203108,74,119,58,88,34%,35%,40%,,
STPLS,JH,JH674,674,Coconut Powder - 250g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Coconut Powder,ASM,0.25,735,1306,136152,74,139,67,105,36%,35%,40%,,
STPLS,JH,JH673,673,Coconut Powder | 100g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Coconut Powder,ASM,0.1,826,2534,114069,73,59,27,45,40%,40%,45%,,
STPLS,JH,JH675,675,Coconut Powder 50g,cost based,NON KVI,Dry Fruits & Nuts,Dry Fruits & Seeds,Other Dry Fruits,Coconut Powder,ASM,0.05,0,1,13,1,16,9,13,31%,50%,55%,,
STPLS,JH,JH104878,104878,Crunchi Waves Makhana Premium| 100g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Makhana,Makhana Plain,Makhana Plain Regular,Crunchi Waves,0.1,492,42,7518,28,249,136,179,24%,24%,26%,,
STPLS,JH,JH103297,103297,Crunchi Waves Makhana Premium| 250g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Makhana,Makhana Plain,Makhana Plain Premium,Crunchi Waves,0.25,534,1615,644367,74,499,341,399,15%,18%,20%,,
STPLS,JH,JH103734,103734,Crunchi Waves Makhana Regular| 250g | Pack of 1,cost based,KVI,Dry Fruits & Nuts,Makhana,Makhana Plain,Makhana Plain Regular,Crunchi Waves,0.25,1069,8166,2446626,74,399,246,299,18%,18%,20%,,
STPLS,JH,JH78785,78785,Date Crown Bumaan 500g,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Date Crown,0.5,283,770,78150,71,155,80,99,19%,20%,25%,,
STPLS,JH,JH89180,89180,Date Crown Daily Kalmi Safawi 500g Jar,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Date Crown,0.5,449,258,79069,62,500,230,280,18%,25%,30%,,
STPLS,JH,JH3004,3004,Date Crown Fard 500g,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Date Crown,0.5,2632,5692,1178818,74,315,175,210,17%,15%,20%,,
STPLS,JH,JH97525,97525,Farmley Berry Mix Standee Pouch 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,SEED MIXES,Farmley,0.2,1,0,0,0,349,244,376,35%,35%,40%,,
STPLS,JH,JH94224,94224,Farmley Popular California Almonds 250 g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,Farmley,0.25,289,110,39383,44,417,286,373,23%,25%,30%,,
STPLS,JH,JH94222,94222,Farmley Premium Broken Walnut Kernels 200g,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Walnut,WALNUT KERNELS,Farmley,0.2,9,37,13790,18,549,266,375,29%,30%,35%,,
STPLS,JH,JH94922,94922,Farmley Premium California Almonds | 500 g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,Farmley,0.5,258,48,28626,27,899,502,599,16%,15%,20%,,
STPLS,JH,JH94216,94216,Farmley Premium California Roasted & Salted Pistachios | 200 g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Pista & Walnut,Pista,Pista Roasted & Salted,Farmley,0.2,183,118,48304,51,469,302,410,26%,25%,30%,,
STPLS,JH,JH94219,94219,Farmley Premium Chia Seeds 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,CHIA SEEDS,Farmley,0.2,113,335,46615,71,229,100,139,28%,35%,40%,,
STPLS,JH,JH94218,94218,Farmley Premium Fard Dates | 400 g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Farmley,0.4,156,88,21105,40,325,178,240,26%,20%,25%,,
STPLS,JH,JH94217,94217,Farmley Premium Figs 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Anjeer,Farmley,0.2,103,273,113135,67,499,346,430,20%,40%,45%,,
STPLS,JH,JH97528,97528,Farmley Premium Flax Seeds Standee Pouch 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,FLAX SEEDS,Farmley,0.2,7,4,376,3,99,50,94,47%,45%,50%,,
STPLS,JH,JH94220,94220,Farmley Premium Jumbo Pumpkin Seeds 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,PUMPKIN SEEDS,Farmley,0.2,162,167,32216,60,245,140,199,30%,35%,40%,,
STPLS,JH,JH97527,97527,Farmley Premium Sunflower Seeds Standee Pouch 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,SUNFLOWER SEEDS,Farmley,0.2,11,5,755,4,159,75,151,50%,50%,55%,,
STPLS,JH,JH89242,89242,Farmley Premium W320 Cashew 500g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,Farmley,0.5,241,112,78288,43,899,604,699,14%,20%,25%,,
STPLS,JH,JH796,796,Flax Seed 100g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,FLAX SEEDS,ASM,0.1,917,3515,73785,74,29,12.6,22,43%,45%,50%,,
STPLS,JH,JH797,797,Flax Seed 250g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,FLAX SEEDS,ASM,0.25,721,708,31543,68,59,31.5,44,28%,35%,40%,,
STPLS,JH,JH83982,83982,Gadi Dry Coconut Large,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Gadi Coconut,ASM,1,13,344,27123,52,109,58,79,27%,15%,20%,,
STPLS,JH,JH689,689,Gadi Dry Small Coconut 120g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Gadi Coconut,ASM,1,116,1311,85159,73,89,44,65,32%,15%,20%,,
STPLS,JH,JH11655,11655,Kaju Cashew | 250g | Pack of 1,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,ASM,0.25,1019,7517,2105815,74,369,221,280,21%,20%,25%,,
STPLS,JH,JH11654,11654,Kaju Cashew 100g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,ASM,0.1,1390,9334,1211394,74,159,88,118,25%,25%,30%,,
STPLS,JH,JH707,707,Kaju Cashew 100g W180,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 180,ASM,0.1,697,1744,345227,74,259,113,199,43%,30%,35%,,
STPLS,JH,JH708,708,Kaju Cashew 250g W180,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 180,ASM,0.25,542,1141,454391,73,519,284,399,29%,25%,30%,,
STPLS,JH,JH11527,11527,Kaju Cashew 500g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 320,ASM,0.5,802,3244,1612540,74,649,441,499,12%,15%,20%,,
STPLS,JH,JH104240,104240,Kaju Cashew Popular 500g,cost based,KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 400,ASM,0.5,2928,3460,1562265,74,589,398,449,11%,10%,15%,,
STPLS,JH,JH11171,11171,Kaju Tukda Four 250g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 4 pc,ASM,0.25,699,1273,336940,74,359,215,270,20%,20%,25%,,
STPLS,JH,JH706,706,Kaju Tukda Two 250g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 2 pc,ASM,0.25,744,1478,408715,73,369,223,280,20%,20%,25%,,
STPLS,JH,JH104535,104535,Khetika Flax Seeds 500g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,FLAX SEEDS,Khetika,0.5,515,69,9646,34,199,111,149,26%,35%,40%,,
STPLS,JH,JH104519,104519,Khetika Naturale Popular Almonds 500g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,Khetika,0.5,1320,79,38639,41,799,431,499,14%,15%,20%,,
STPLS,JH,JH104522,104522,Khetika Naturale Popular Cashew (W400) 500g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 400,Khetika,0.5,1223,132,66955,47,900,449,520,14%,15%,20%,,
STPLS,JH,JH104518,104518,Khetika Naturale Premium California Almonds 200g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Almond,Almond Plain,Khetika,0.2,551,50,12347,34,350,204,255,20%,20%,25%,,
STPLS,JH,JH104521,104521,Khetika Naturale Premium Cashew 200g,cost based,NON KVI,Dry Fruits & Nuts,Almond & Cashew,Cashew,Cashew 240,Khetika,0.2,545,98,25986,44,399,221,280,21%,20%,25%,,
STPLS,JH,JH104527,104527,Khetika Naturale Premium Moongfali (Raw Peanuts) 500g,cost based,NON KVI,Dry Fruits & Nuts,Raw Peanut,Raw Peanut,Raw Peanut White,Khetika,0.5,179,621,69270,70,149,93,126,26%,25%,30%,,
STPLS,JH,JH104520,104520,Khetika Premium Anjeer 200g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Anjeer,Khetika,0.2,192,343,114203,67,499,276,350,21%,25%,30%,,
STPLS,JH,JH104524,104524,Khetika Premium Arabian Date 500g,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Khetika,0.5,2105,1559,164379,73,299,101,99,-2%,15%,20%,,
STPLS,JH,JH104531,104531,Khetika Premium Chia Seeds 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Seeds,CHIA SEEDS,Khetika,0.2,423,211,24461,61,199,87,125,30%,35%,40%,,
STPLS,JH,JH104525,104525,Khetika Premium Cranberry 200 g,cost based,NON KVI,Dry Fruits & Nuts,Other Dry Fruits & Seeds,Other Dry Fruits,Cranberry,Khetika,0.2,451,94,17542,43,249,140,199,30%,40%,45%,,
STPLS,JH,JH104523,104523,Khetika Premium Fard Dates 400 g,cost based,NON KVI,Dry Fruits & Nuts,Dates & Chuhara,Dates,Dates,Khetika,0.4,2050,721,129629,72,325,169,175,3%,15%,20%,,
STPLS,JH,JH104530,104530,Khetika Premium Long Raisin 200g,cost based,NON KVI,Dry Fruits & Nuts,Raisins,Raisins,Raisins Plain,Khetika,0.2,522,114,19520,42,299,140,180,22%,20%,25%,,
