source,Region,Key,item_code,display_name,Markup/gkm,KVI,category,sub_category,leaf_category,PRODUCT TYPE,brand,Unit wt,Total_Inventory,Last_90day_qty_Sold,Last_90day_Sale,Last90daysale_stores_cnt,latest_MRP,CP,latest_selling,gm%,Guardrail LOWER,GUARDRAIL HIGHER,SATELLITE LOW,SATELLITE HIGH
STPLS,WB,WB95844,95844,JK Ajwan 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,AJWAIN,JK,0.1,364,1828,105485,79,64,47,61,23%,22%,25%,,
STPLS,WB,WB95834,95834,JK Amchur Powder 50 g,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,DRY MANGO POWDER,JK,0.05,358,694,27760,75,42,31,40,23%,22%,25%,,
STPLS,WB,WB95835,95835,JK Black Pepper Powder 50g,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,BLACK PEPPER POWDER,JK,0.05,29,176,15001,50,90,66,86,23%,22%,25%,,
STPLS,WB,WB86457,86457,Jk Black Pepper Whole 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,BLACK PEPPER WHOLE,JK,0.1,255,642,112102,79,180,131,175,25%,22%,25%,,
STPLS,WB,WB68660,68660,JK Black Pepper Whole 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,BLACK PEPPER WHOLE,JK,0.05,642,1898,163228,79,90,66,86,23%,22%,25%,,
STPLS,WB,WB95845,95845,JK Cardamom Big Black 25 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,BLACK PEPPER WHOLE,JK,0.025,14,70,6642,31,98,72,95,24%,22%,25%,,
STPLS,WB,WB95846,95846,JK Cardamom Small 25 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,CARDAMOM GREEN,JK,0.025,437,971,150502,78,160,117,155,25%,22%,25%,,
STPLS,WB,WB95847,95847,JK Cassia Whole 50 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,DALCHINI,JK,0.05,354,1308,73248,78,58,42,56,25%,22%,25%,,
STPLS,WB,WB95824,95824,JK Chat Masala 100 g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,CHAT MASALA,JK,0.1,86,352,25050,72,80,58,76,24%,22%,25%,,
STPLS,WB,WB95825,95825,JK Chhole Masala 50 g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,CHANA/CHHOLE MASALA,JK,0.05,177,178,7654,54,45,33,43,23%,22%,25%,,
STPLS,WB,WB95848,95848,JK Clove 25 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,CLOVE,JK,0.025,351,1274,73452,75,65,47,61,23%,22%,25%,,
STPLS,WB,WB95826,95826,JK Curry Powder Masala 50 g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,KITCHEN KING/SABJI MASALA,JK,0.05,104,137,3905,46,30,22,28.5,23%,22%,25%,,
STPLS,WB,WB95837,95837,JK Dhaniya Powder 100g,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,CORIANDER POWDER,JK,0.1,435,2880,107574,79,40,29,38,24%,22%,25%,,
STPLS,WB,WB77142,77142,JK Green Bayleaf 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,TEJPATTA,JK,0.05,369,2130,61770,79,30,22,29,24%,22%,25%,,
STPLS,WB,WB95850,95850,JK Green Javitri 25 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,JAVITRI,JK,0.025,277,545,83370,73,158,115,153,25%,22%,25%,,
STPLS,WB,WB95852,95852,JK Green Radhuni 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,RADHUNI,JK,0.05,582,1194,46556,78,40,29,39,26%,22%,25%,,
STPLS,WB,WB95853,95853,JK Green Rai 100 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTARD GREEN,JK,0.1,1082,931,32604,78,40,29,39,26%,22%,25%,,
STPLS,WB,WB77143,77143,JK Green Red Chilli Whole 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,CHILLI WHOLE,JK,0.1,402,1608,99598,79,70,51,66,23%,22%,25%,,
STPLS,WB,WB95854,95854,JK Green White Pepper Whole 50 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,WHITE PEPPER WHOLE,JK,0.05,25,98,11766,40,125,84,121,31%,22%,25%,,
STPLS,WB,WB95840,95840,JK Haldi Powder 100g,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,TURMERIC POWDER,JK,0.1,690,4740,176258,79,42,31,40,23%,22%,25%,,
STPLS,WB,WB68662,68662,JK Jeera cumin Seeds 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,JEERA WHOLE,JK,0.1,466,3044,237315,79,88,64,84,24%,22%,25%,,
STPLS,WB,WB95828,95828,JK Jeera Powder 100 g,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,JEERA POWDER,JK,0.1,752,4922,428214,79,92,67,87,23%,22%,25%,,
STPLS,WB,WB68663,68663,JK Jeera Whole Cumin Seed 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,JEERA WHOLE,JK,0.05,287,2464,105952,79,44,32,43,26%,22%,25%,,
STPLS,WB,WB95855,95855,JK Kala Jeera 100 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,JEERA WHOLE,JK,0.1,146,119,6532,35,57,42,55,24%,22%,25%,,
STPLS,WB,WB68664,68664,Jk Kala Jeera 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,JEERA WHOLE,JK,0.05,737,4987,133746,79,30,22,29,24%,22%,25%,,
STPLS,WB,WB102025,102025,JK Kashmiri Mirch Powder | 100g | Pack of 1,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,KASHMIRI CHILLI POWDER,JK,0.1,1,7,840,2,120,88,120,27%,22%,25%,,
STPLS,WB,WB102026,102026,JK Kashmiri Mirch powder | 50gm | Pack of 1,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,KASHMIRI CHILLI POWDER,JK,0.05,761,1740,88887,76,62,45,59,24%,22%,25%,,
STPLS,WB,WB95856,95856,JK Kasuri Methi 25 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,KASURI METHI,JK,0.025,401,1230,34864,79,30,22,29,24%,22%,25%,,
STPLS,WB,WB95829,95829,JK Kitchen King Masala 50 g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,KITCHEN KING/SABJI MASALA,JK,0.05,279,577,25965,75,47,34,45,24%,22%,25%,,
STPLS,WB,WB69763,69763,Jk Methi 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,METHI SEEDS,JK,0.1,460,1498,39336,79,28,20,27,26%,22%,25%,,
STPLS,WB,WB95857,95857,JK Mustard Red 100 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTARD RED,JK,0.1,417,1718,44610,79,28,20,27,26%,22%,25%,,
STPLS,WB,WB95858,95858,JK Panch Foran 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,PANCH PHORAN,JK,0.1,455,2176,113152,79,54,39,52,25%,22%,25%,,
STPLS,WB,WB68665,68665,JK Panch foran 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,PANCH PHORAN,JK,0.05,375,4191,108966,79,27,20,26,23%,22%,25%,,
STPLS,WB,WB95830,95830,JK Pav Bhaji Masala 50 g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,PAV BHAJI MASALA,JK,0.05,165,178,7942,61,47,34,45,24%,22%,25%,,
STPLS,WB,WB31772,31772,JK Poppy seed 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,POSTA,JK,0.1,0,246,61723,63,270,216,251,14%,22%,25%,,
STPLS,WB,WB68666,68666,JK Rai Small Mustard Red 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTARD RED,JK,0.05,275,1260,24008,77,20,15,20,25%,22%,25%,,
STPLS,WB,WB95842,95842,JK Red Chili Powder 100g,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,CHILLI POWDER,JK,0.1,430,2335,118016,78,65,44,57,23%,22%,25%,,
STPLS,WB,WB95831,95831,JK Royal Garam Masala 50 g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,GARAM MASALA POWDER,JK,0.05,258,1863,67068,78,38,28,36,22%,22%,25%,,
STPLS,WB,WB95832,95832,JK Sambhar Masala 50 g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,SAMBHAR MASALA,JK,0.05,117,261,10440,67,42,31,40,23%,22%,25%,,
STPLS,WB,WB68667,68667,JK Sarsoo Yellow 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTRAD YELLOW,JK,0.05,246,1298,19072,79,15,11,15,27%,22%,25%,,
STPLS,WB,WB95833,95833,JK Shahi Garam Masala Powder 50 g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,GARAM MASALA POWDER,JK,0.05,431,1054,77561,79,90,66,86,23%,22%,25%,,
STPLS,WB,WB95859,95859,JK Souff 100 g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,SOUFF BIG,JK,0.1,471,2015,156240,78,80,58,77,25%,22%,25%,,
STPLS,WB,WB68668,68668,JK Souff Fennel Seed 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,SOUFF BIG,JK,0.05,262,2735,106665,79,40,29,39,26%,22%,25%,,
STPLS,WB,WB78151,78151,Jk Yellow Sarso Seeds 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTRAD YELLOW,JK,0.1,302,1160,32914,79,30,22,29,24%,22%,25%,,
STPLS,WB,WB3294,3294,Keya Oregano Freeze Dried Jar | 15g | Pack of 1,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Herbs,OREGANO,Keya,0.009,184,794,78646,79,109,80,99,19%,20%,25%,,
STPLS,WB,WB3061,3061,Keya Pasta Seasoning 45g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,PASTA SEASONING,Keya,0.045,255,109,13681,53,130,95,124,23%,20%,25%,,
STPLS,WB,WB13049,13049,Keya Pizza Oregano - 75g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Herbs,OREGANO,Keya,0.08,56,359,37882,70,112,90,106,15%,20%,25%,,
STPLS,WB,WB11821,11821,Keya Wonder Hot Red Chilli Flakes 40g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,CHILLI FLAKES,Keya,0.04,224,893,80736,79,99,72,91,21%,20%,25%,,
STPLS,WB,WB103857,103857,KIZ Ginger Garlic Paste | 200g | Pack of 1,GKM Based,NON KVI,Masalas & Spices,Cooking Pastes & Pure,Cooking Pastes & Pure,GINGER GARLIC PASTE,KIZ,0.2,49,215,12900,60,60,23,60,62%,20%,25%,,
STPLS,WB,WB765,765,Lal Mirch Khada With Stick 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,CHILLI WHOLE,ASM,0.1,454,6691,236113,79,49,28,38,26%,25%,30%,,
STPLS,WB,WB713,713,Lal Mirch Khada Without Stick 100g,cost based,KVI,Masalas & Spices,Whole Spices,Whole Spices,CHILLI WHOLE,ASM,0.1,629,3403,144834,79,59,31,44,30%,25%,30%,,
STPLS,WB,WB8654,8654,Maggi Magic Masala - 6g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,MIX MASALA,Maggi,0.006,5864,34074,170370,79,5,4,5,20%,10%,12%,,
STPLS,WB,WB718,718,Mahin Sounf 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,SOUFF SMALL,ASM,0.1,390,1330,80709,78,89,42,62,32%,30%,35%,,
STPLS,WB,WB726,726,Mangrela 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MANGRELA,ASM,0.05,734,2149,60646,79,39,15,29,48%,45%,50%,,
STPLS,WB,WB104116,104116,Manpasand Panchphoran Whole ( Panch Phoran Pura) 50 g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,PANCH PHORAN,Manpasand,0.05,674,1462,34674,76,30,17,24,29%,25%,30%,,
STPLS,WB,WB104118,104118,Manpasand Poppy seed/ Khus Khus / Postu 25 g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,POSTA,Manpasand,0.025,385,1457,84686,73,70,44,55,20%,20%,25%,,
STPLS,WB,WB104117,104117,Manpasand Poppy seed/ Khus Khus / Postu 50 g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,POSTA,Manpasand,0.05,149,2058,218498,73,140,86,105,18%,20%,25%,,
STPLS,WB,WB104115,104115,Manpasand Tejpatta (Bay leaf) 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,TEJPATTA,Manpasand,0.05,138,1301,29923,75,25,16,23,30%,25%,30%,,
STPLS,WB,WB99178,99178,Mayurank Garam Masala Plain 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,GARAM MASALA WHOLE,Mayurank,0.05,448,2565,205633,79,84,59,82,28%,25%,30%,,
STPLS,WB,WB99179,99179,Mayurank Shahi Garam Masala 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,GARAM MASALA WHOLE,Mayurank,0.05,578,2197,210910,79,101,71,96,26%,25%,30%,,
STPLS,WB,WB733,733,Methi Dana 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,METHI SEEDS,ASM,0.1,1198,3981,63695,79,29,8,16,50%,50%,55%,,
STPLS,WB,WB732,732,Methi Dana 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,METHI SEEDS,ASM,0.05,705,1779,15977,79,19,4,9,56%,55%,60%,,
STPLS,WB,WB10552,10552,Mota Sounf 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,SOUFF BIG,ASM,0.1,355,2782,140473,78,69,35,47,26%,30%,35%,,
STPLS,WB,WB16840,16840,On1y Chilli Flakes 34g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,CHILLI FLAKES,ON1Y,0.034,115,316,28660,72,99,69,74.25,7%,25%,30%,,
STPLS,WB,WB104861,104861,On1y Garlic Herb Cheese Mix 130g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Herbs,Garlic Herb,Only,0.13,236,0,0,0,149,104,146,29%,25%,30%,,
STPLS,WB,WB97134,97134,On1y Low Sodium Fruit Chaat Masala 150g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,CHAT MASALA,ON1Y,0.05,7,3,403,3,149,112,142,21%,25%,30%,,
STPLS,WB,WB97133,97133,On1y Low Sodium Garam Masala 100g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,GARAM MASALA POWDER,ON1Y,0.1,4,3,403,3,149,112,142,21%,25%,30%,,
STPLS,WB,WB16767,16767,On1y Mixed Herbs 14g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Herbs,MIXED HERBS,ON1Y,0.014,143,178,18477,67,109,76,81.75,7%,25%,30%,,
STPLS,WB,WB23501,23501,On1y Oregano Herbs 10g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Herbs,OREGANO,ON1Y,0.01,281,398,36339,71,99,69,69.3,0%,25%,30%,,
STPLS,WB,WB14440,14440,On1y Pasta Seasoning 30g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,PASTA SEASONING,ON1Y,0.03,187,226,20859,66,99,69,74.25,7%,25%,30%,,
STPLS,WB,WB104859,104859,On1y Peri Peri Cheese Mix 130g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,PERI PERI,Only,0.13,236,0,0,0,159,111,156,29%,25%,30%,,
STPLS,WB,WB104860,104860,On1y Pop Corn Cheese Mix 130g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,POPCORN CHEESE MIX,Only,0.13,236,0,0,0,149,104,146,29%,25%,30%,,
STPLS,WB,WB70525,70525,Organic Tattva Black Pepper Whole 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,Organic Whole Spices,Organic Tattva,0.1,207,54,12020,32,235,176,195.05,10%,20%,25%,,
STPLS,WB,WB80142,80142,Organic Tattva Cumin Whole 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,Organic Whole Spices,Organic Tattva,0.1,366,163,26997,49,85,64,70.55,9%,20%,25%,,
STPLS,WB,WB80141,80141,Organic Tattva Organic Black Mustard 100g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,Organic Whole Spices,Organic Tattva,0.1,353,313,11274,49,30,22,24.9,12%,20%,25%,,
STPLS,WB,WB80718,80718,Organic Tattva Organic Gluten Free Cinnamon 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,Organic Whole Spices,Organic Tattva,0.05,125,360,25158,53,75,56,62.25,10%,20%,25%,,
STPLS,WB,WB759,759,Posta 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,POSTA,ASM,0.1,465,4763,963091,79,269,146,205,29%,20%,25%,,
STPLS,WB,WB760,760,Posta 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,POSTA,ASM,0.05,515,5607,571003,79,129,73,99,26%,25%,30%,,
STPLS,WB,WB100257,100257,Posta Loose 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,POSTA,Loose Container,0.1,0,7,1215,1,229,146,175,17%,10%,12%,,
STPLS,WB,WB96335,96335,Posta Loose 1Kg,cost based,Super KVI,Masalas & Spices,Whole Spices,Whole Spices,POSTA,Loose Container,1,658,990,1770668,79,2000,1456,1750,17%,10%,12%,,
STPLS,WB,WB774,774,Sarso Black Sabut 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTARD BLACK,ASM,0.1,1044,3356,55576,79,29,9,18,50%,45%,50%,,
STPLS,WB,WB775,775,Sarso Black Sabut 250g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTARD BLACK,ASM,0.25,362,1383,57551,78,59,23,46,50%,35%,40%,,
STPLS,WB,WB777,777,Sarso Yellow Sabut 100g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTRAD YELLOW,ASM,0.1,895,2304,53184,77,39,14,25,44%,45%,50%,,
STPLS,WB,WB778,778,Sarso Yellow Sabut 250g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,MUSTRAD YELLOW,ASM,0.25,828,1149,55180,78,69,34,50,32%,30%,35%,,
STPLS,WB,WB10345,10345,Shahi Jeera 50g,cost based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,JEERA WHOLE,ASM,0.05,252,319,20404,62,99,51,70,27%,45%,50%,,
STPLS,WB,WB66654,66654,Shan Achar Gosht Masala | 50g | Pack of 1,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,MEAT MASALA,Shan,0.05,74,5,520,5,110,82,104,21%,20%,22%,,
STPLS,WB,WB66616,66616,Shan Chicken Masala 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,CHICKEN MASALA,Shan,0.05,21,12,1248,6,110,82,104,21%,20%,22%,,
STPLS,WB,WB35704,35704,Shan Korma Mixed Masala Powder 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,KORMA MASALA,Shan,0.05,48,13,1352,7,110,82,104,21%,20%,22%,,
STPLS,WB,WB35705,35705,Shan Nihari Mixed Masala Powder 60g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,NIHARI MASALA,Shan,0.06,60,14,1456,9,110,82,104,21%,20%,22%,,
STPLS,WB,WB98552,98552,Shan Spice Mix For Butter Chicken 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,CHICKEN MASALA,Shan,0.05,47,11,1144,8,110,82,104,21%,20%,22%,,
STPLS,WB,WB98551,98551,Shan Spice Mix For Fried Fish Seasoning 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,MIX MASALA,Shan,0.05,56,10,1040,8,110,82,104,21%,20%,22%,,
STPLS,WB,WB98558,98558,Shan Spice Mix For Haleem Masala 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,MIX MASALA,Shan,0.05,71,11,1144,6,110,82,104,21%,20%,22%,,
STPLS,WB,WB98553,98553,Shan Spice Mix For Karahi/Fry Goshi Curry 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,MIX MASALA,Shan,0.05,76,12,1248,7,110,82,104,21%,20%,22%,,
STPLS,WB,WB98549,98549,Shan Spice Mix For Meat Masala 100g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,MEAT MASALA,Shan,0.1,16,10,1040,6,110,82,104,21%,20%,22%,,
STPLS,WB,WB35708,35708,Shan Tandoori Masala Mixed Masala Powder 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,MIX MASALA,Shan,0.05,16,10,1040,6,110,82,104,21%,20%,22%,,
STPLS,WB,WB35364,35364,Shan Zafrani Garam Masala Powder | 50g | Pack of 1,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,GARAM MASALA POWDER,Shan,0.05,34,12,1308,8,115,86,109,21%,20%,22%,,
STPLS,WB,WB3206,3206,Smith & Jones Ginger Garlic Paste | 20g | Pack of 1,GKM Based,NON KVI,Masalas & Spices,Cooking Pastes & Pure,Cooking Pastes & Pure,GINGER GARLIC PASTE,Smith & Jones,0.025,29,20,100,2,5,4,5,20%,20%,22%,,
STPLS,WB,WB3207,3207,Smith & Jones Mutter Paneer Masala Mix 20g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,PANEER MASALA,Smith & Jones,0.02,352,801,8007,76,10,8,10,20%,20%,22%,,
STPLS,WB,WB3315,3315,Smith & Jones Pasta Masala 7g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,PASTA MASALA,Smith & Jones,0.007,1887,7205,36019,79,5,4,5,20%,20%,22%,,
STPLS,WB,WB3209,3209,Smith & Jones Sahi Paneer Masala Mix 20g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,PANEER MASALA,Smith & Jones,0.02,314,1199,11989,74,10,8,10,20%,20%,22%,,
STPLS,WB,WB82909,82909,Snapin Chilli Flakes 10g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,CHILLI FLAKES,Snapin,0.01,218,445,4370,59,10,7,10,30%,30%,32%,,
STPLS,WB,WB71191,71191,Snapin Chilli Flakes 35g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,CHILLI FLAKES,Snapin,0.035,71,72,6192,40,90,61,86,29%,30%,32%,,
STPLS,WB,WB71195,71195,Snapin Oregano Flakes 20g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,OREGANO,Snapin,0.02,340,0,0,0,99,67,94,29%,30%,32%,,
STPLS,WB,WB79886,79886,Snapin Oregano Seasoning 10g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,OREGANO,Snapin,0.01,1089,470,4629,60,10,7,10,30%,30%,32%,,
STPLS,WB,WB71196,71196,Snapin Pasta Mix Seasoning 25g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,PASTA SEASONING,Snapin,0.025,340,0,0,0,119,81,113,28%,30%,32%,,
STPLS,WB,WB79887,79887,Snapin Piri Piri Mix 10g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,PERI PERI,Snapin,0.01,1020,0,0,0,10,7,9.5,26%,30%,32%,,
STPLS,WB,WB71198,71198,Snapin Pizza Mix Flakes 45g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,PIZZA MIX FLAKES,Snapin,0.045,339,0,0,0,99,67,94,29%,30%,32%,,
STPLS,WB,WB104487,104487,Snapin Sachets Garlic Bread Seasoning - 7.5g,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,GARLIC BREAD SEASONING,Snapin,0.0075,408,170,1671,49,10,7,10,30%,30%,32%,,
STPLS,WB,WB104488,104488,Snapin Sachets Pasta Masala - 8g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,PASTA MASALA,Snapin,0.008,270,282,1410,54,5,3,5,40%,30%,32%,,
STPLS,WB,WB82908,82908,Snapin Sachets Mixed Herbs | 6g | Pack of 1,GKM Based,NON KVI,Masalas & Spices,Herbs & Seasonings,Seasonings,MIXED HERBS,Snapin,0.006,1020,0,0,0,10,7,10,30%,30%,32%,,
STPLS,WB,WB11332,11332,Suhana Mutter Paneer Mix 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,READY MIXES,Suhana,0.05,23,13,556,8,45,34,41,17%,20%,25%,,
STPLS,WB,WB3320,3320,Suhana Paneer Makhanwala Mix 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,READY MIXES,Suhana,0.05,13,27,1161,6,45,34,43,21%,20%,25%,,
STPLS,WB,WB13263,13263,Suhana Shahi Paneer Mix 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,READY MIXES,Suhana,0.05,5,22,946,5,45,34,43,21%,20%,25%,,
STPLS,WB,WB2569,2569,Sunrise Biryani Masala 25g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,BIRYANI MASALA,Sunrise,0.025,233,1502,64119,76,46,35,44,20%,22%,25%,,
STPLS,WB,WB84666,84666,Sunrise Black Pepper Kali Mirch Powder 50g,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,CHILLI POWDER,Sunrise,0.05,342,1127,99695,78,95,71,90,21%,22%,25%,,
STPLS,WB,WB32957,32957,Sunrise Garam Masala Powder 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,GARAM MASALA POWDER,Sunrise,0.05,344,5288,269810,79,55,41,55,25%,22%,25%,,
STPLS,WB,WB2568,2568,Sunrise Meat Masala Blended 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,MEAT MASALA,Sunrise,0.05,319,2388,112788,79,52,39,49,20%,22%,25%,,
STPLS,WB,WB27141,27141,Sunrise Powder Coriander 50g,GKM Based,NON KVI,Masalas & Spices,Straight Powder,Powdered Spices,CORIANDER POWDER,Sunrise,0.05,447,11363,222805,79,20,15,20,25%,22%,25%,,
STPLS,WB,WB68699,68699,Sunrise Pure Aloo Dum Masala 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,ALOO DUM MASALA,Sunrise,0.05,1151,840,39503,76,49,36,47,23%,22%,25%,,
STPLS,WB,WB34759,34759,Sunrise Pure Black Cumin Kala Jeera 50g,GKM Based,NON KVI,Masalas & Spices,Whole Spices,Whole Spices,JEERA WHOLE,Sunrise,0.05,331,3594,105004,79,30,22,29,24%,22%,25%,,
STPLS,WB,WB28101,28101,Sunrise Pure Chaat Masala 50g,GKM Based,NON KVI,Masalas & Spices,Blended Masala,Ready Masala,CHAT MASALA,Sunrise,0.05,234,622,26908,75,46,34,44,23%,22%,25%,,
