source,Key,State,Marketed By,Brand,Item Code,Item Name,System MRP,MRP by Vendor,GKM (TOT Margin),GRN Margin,April invoice Landing,April Offer %,April Offer Rs.,April Final Landing,Promo Type,Category,Sub Category,Leaf Category,Apr 26 invoice Landing,Apr 26 Offer %,Apr 26 Offer Rs.,Apr 26 Final Landing,Offer Link,On Pack Selling Price,KEY,STATE,MRP,% Offer,Rs.Offer,Promo Per Unit,FINAL OFFER VALUE,LATEST INWARD COST,OFF INVOICE ADJUSTED COST
FMCGNF,CG1439,CG,Dabur India Limited,Dabur Gulabari,1439,Dabur Gulabari Face Freshener 100ml,99,99,9.91%,,,,,,Off Invoice,Personal Care,Face & Skin Care,"Face Serum,Toner & Rose Water",89.1891,15.20%,15,74.1891,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH1439,JH,Dabur India Limited,Dabur Gulabari,1439,Dabur Gulabari Face Freshener 100ml,99,99,9.91%,,,,,,Off Invoice,Personal Care,Face & Skin Care,"Face Serum,Toner & Rose Water",89.1891,15.20%,15,74.1891,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB1439,WB,Dabur India Limited,Dabur Gulabari,1439,Dabur Gulabari Face Freshener 100ml,99,99,9.91%,,,,,,Off Invoice,Personal Care,Face & Skin Care,"Face Serum,Toner & Rose Water",89.1891,15.20%,15,74.1891,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG13125,CG,Dabur India Limited,Odomos,13125,Odomos Fabric Roll On 8 ml,80,75,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Repellents,Mosquito Repellants,67.5675,8.00%,6,61.5675,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH13125,JH,Dabur India Limited,Odomos,13125,Odomos Fabric Roll On 8 ml,80,75,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Repellents,Mosquito Repellants,67.5675,8.00%,6,61.5675,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB13125,WB,Dabur India Limited,Odomos,13125,Odomos Fabric Roll On 8 ml,80,75,9.90%,,,,,,Off Invoice,Cleaning & Household Needs,Repellents,Mosquito Repellants,67.575,8.00%,6,61.575,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG1469,CG,Dabur India Limited,Dabur,1469,Dabur Red Tooth Powder 150g,68,60,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,54.054,20.00%,12,42.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG8051,CG,Dabur India Limited,Odonil,8051,Dabur Odonil Zipper Scintillanting Rose 10g,65,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,20.00%,12,42.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH8051,JH,Dabur India Limited,Odonil,8051,Dabur Odonil Zipper Scintillanting Rose 10g,65,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,20.00%,12,42.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB8051,WB,Dabur India Limited,Odonil,8051,Dabur Odonil Zipper Scintillanting Rose 10g,65,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,20.00%,12,42.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG8108,CG,Dabur India Limited,Odomos,8108,Odomos Mosquito Repellent Cream 50g,65,65,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Repellents,Mosquito Repellants,58.5585,7.70%,5,53.5585,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH8108,JH,Dabur India Limited,Odomos,8108,Odomos Mosquito Repellent Cream 50g,65,65,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Repellents,Mosquito Repellants,58.5585,7.70%,5,53.5585,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB8108,WB,Dabur India Limited,Odomos,8108,Odomos Mosquito Repellent Cream 50g,60,65,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Repellents,Mosquito Repellants,58.5585,7.70%,5,53.5585,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG90996,CG,Dabur India Limited,Odonil,90996,Odonil Floral Valley Gel Pocket Air Freshner 10g,60,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,16.70%,10,44.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH90996,JH,Dabur India Limited,Odonil,90996,Odonil Floral Valley Gel Pocket Air Freshner 10g,60,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,16.70%,10,44.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB90996,WB,Dabur India Limited,Odonil,90996,Odonil Floral Valley Gel Pocket Air Freshner 10g,60,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,16.70%,10,44.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG86976,CG,Dabur India Limited,Odonil,86976,Odonil Germ Protection Wild Forest Gel Pocket 10g,60,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,16.70%,10,44.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH86976,JH,Dabur India Limited,Odonil,86976,Odonil Germ Protection Wild Forest Gel Pocket 10g,60,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,16.70%,10,44.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB86976,WB,Dabur India Limited,Odonil,86976,Odonil Germ Protection Wild Forest Gel Pocket 10g,60,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,16.70%,10,44.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG8013,CG,Dabur India Limited,Odonil,8013,Odonil Zipper Soulful Jasmine 10g,60,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,20.00%,12,42.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH8013,JH,Dabur India Limited,Odonil,8013,Odonil Zipper Soulful Jasmine 10g,60,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,20.00%,12,42.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB8013,WB,Dabur India Limited,Odonil,8013,Odonil Zipper Soulful Jasmine 10g,60,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,20.00%,12,42.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG1476,CG,Dabur India Limited,Dabur,1476,Dabur Sarson Amla Hair Oil | 170ml | Pack of 1,55,55,9.91%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,49.5495,9.10%,5,44.5495,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH1476,JH,Dabur India Limited,Dabur,1476,Dabur Sarson Amla Hair Oil | 170ml | Pack of 1,55,55,9.91%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,49.5495,9.10%,5,44.5495,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB1476,WB,Dabur India Limited,Dabur,1476,Dabur Sarson Amla Hair Oil | 170ml | Pack of 1,55,55,9.91%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,49.5495,9.10%,5,44.5495,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB67127,WB,Dabur India Limited,Dabur,67127,Dabur Activate Charcoal Whitening Toothpaste 120g,0,168,11.50%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,148.68,29.80%,50,98.68,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB10703,WB,Dabur India Limited,Dabur,10703,Dabur Amla Hair Oil 450ml,0,225,11.50%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,199.125,8.00%,18,181.125,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB1469,WB,Dabur India Limited,Dabur,1469,Dabur Red Tooth Powder 150g,0,60,11.50%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,53.1,20.00%,12,41.1,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB101476,WB,Dabur India Limited,Dabur,101476,Dabur Red Toothpaste 350g Pack of 1,0,251,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,226.1259,19.90%,50,176.1259,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB18052,WB,Dabur India Limited,Dabur Vatika,18052,Dabur Vatika Enriched Coconut Hair Oil 300ml,0,180,11.50%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,159.3,8.30%,15,144.3,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG95616,CG,Dabur India Limited,Odonil,95616,Ododnil Zipper Blissful Citrus 10 g Pack Of 6,0,60,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,54.054,20.00%,12,42.054,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB5042,WB,Dabur India Limited,Sani Fresh,5042,Sanifresh Toilet Cleaner Ultra Shine Pack Of 1 1Ltr,0,235,11.50%,,,,,,Off Invoice,Cleaning & Household Needs,Disinfectant & Cleaners,Toilet Cleaner,207.975,31.90%,75,132.975,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG18175,CG,Emami Ltd,Navratna,18175,Navratna Cool Talc Active Deo 400g,295,270,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Talcum Powder,234.9,12.00%,32.4,202.5,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH18175,JH,Emami Ltd,Navratna,18175,Navratna Cool Talc Active Deo 400g,295,270,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Talcum Powder,234.9,12.00%,32.4,202.5,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB18175,WB,Emami Ltd,Navratna,18175,Navratna Cool Talc Active Deo 400g,295,270,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Talcum Powder,234.9,12.00%,32.4,202.5,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB30090,WB,Emami Ltd,Emami,30090,Navratna Mint Fresh Cool Talc 400g,295,270,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Talcum Powder,234.9,12.00%,32.4,202.5,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG30090,CG,Emami Ltd,Emami,30090,Navratna Mint Fresh Cool Talc 400g,275,270,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Talcum Powder,234.9,12.00%,32.4,202.5,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH30090,JH,Emami Ltd,Emami,30090,Navratna Mint Fresh Cool Talc 400g,275,270,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Talcum Powder,234.9,12.00%,32.4,202.5,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB67279,WB,Emami Ltd,Fair And Handsome,67279,Emami Fair And Handsome Oil Clear Face Wash 100g,265,265,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Face Wash & Cleanser,230.55,15.00%,39.75,190.8,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG12959,CG,Emami Ltd,Fair And Handsome,12959,Emami Fair And Handsome Instant Randiance Face Wash 100g,239,265,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Face Wash & Cleanser,230.55,15.00%,39.75,190.8,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG67279,CG,Emami Ltd,Fair And Handsome,67279,Emami Fair And Handsome Oil Clear Face Wash 100g,239,265,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Face Wash & Cleanser,230.55,15.00%,39.75,190.8,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH67279,JH,Emami Ltd,Fair And Handsome,67279,Emami Fair And Handsome Oil Clear Face Wash 100g,239,265,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Face Wash & Cleanser,230.55,15.00%,39.75,190.8,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH12959,JH,Emami Ltd,Fair And Handsome,12959,Emami Fair And Handsome Instant Randiance Face Wash 100g,220,265,13.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Face Wash & Cleanser,230.55,15.00%,39.75,190.8,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG101628,CG,Emami Ltd,Emami,101628,Dermi Cool Soap Menthol Regular 375g (3 X 125g),188,188,13.00%,,,,,,Off Invoice,Personal Care,Bath & Body Wash,Soaps,163.56,20.00%,37.6,125.96,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH101628,JH,Emami Ltd,Emami,101628,Dermi Cool Soap Menthol Regular 375g (3 X 125g),188,188,13.00%,,,,,,Off Invoice,Personal Care,Bath & Body Wash,Soaps,163.56,20.00%,37.6,125.96,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB101628,WB,Emami Ltd,Emami,101628,Dermi Cool Soap Menthol Regular 375g (3 X 125g),188,188,13.00%,,,,,,Off Invoice,Personal Care,Bath & Body Wash,Soaps,163.56,20.00%,37.6,125.96,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG79008,CG,Emami Ltd,Navratna,79008,Navratna Gold Ayurvedic Oil 200ml,175,165,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,143.55,10.00%,16.5,127.05,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH79008,JH,Emami Ltd,Navratna,79008,Navratna Gold Ayurvedic Oil 200ml,175,165,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,143.55,10.00%,16.5,127.05,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB79008,WB,Emami Ltd,Navratna,79008,Navratna Gold Ayurvedic Oil 200ml,175,165,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,143.55,10.00%,16.5,127.05,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG101608,CG,Emami Ltd,Dermi Cool,101608,Dermi Cool Her Pickly Heat Powder | 150g | Pack of 1,159,155,13.00%,,,,,,Off Invoice,Health & Wellness,Pain Relief,Derma Care Talc,134.85,10.00%,15.5,119.35,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG101608,CG,Emami Ltd,Dermi Cool,101608,Dermi Cool Her Pickly Heat Powder | 150g | Pack of 1,159,155,13.00%,,,,,,Off Invoice,Health & Wellness,Pain Relief,Derma Care Talc,134.85,10.00%,15.5,119.35,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB101608,WB,Emami Ltd,Dermi Cool,101608,Dermi Cool Her Pickly Heat Powder | 150g | Pack of 1,159,155,13.00%,,,,,,Off Invoice,Health & Wellness,Pain Relief,Derma Care Talc,134.85,10.00%,15.5,119.35,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB101608,WB,Emami Ltd,Dermi Cool,101608,Dermi Cool Her Pickly Heat Powder | 150g | Pack of 1,159,155,13.00%,,,,,,Off Invoice,Health & Wellness,Pain Relief,Derma Care Talc,134.85,10.00%,15.5,119.35,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH88799,JH,Emami Ltd,Dermi,88799,Dermi Cool Soothing Lavender Prickly Heat Powder 150g,159,155,13.00%,,,,,,Off Invoice,Health & Wellness,Pain Relief,Derma Care Talc,134.85,10.00%,15.5,119.35,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB88799,WB,Emami Ltd,Dermi,88799,Dermi Cool Soothing Lavender Prickly Heat Powder 150g,159,155,13.00%,,,,,,Off Invoice,Health & Wellness,Pain Relief,Derma Care Talc,134.85,10.00%,15.5,119.35,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH3797,JH,Emami Ltd,Kesh King,3797,Kesh King Anti Hair Fall Shampoo | 200ml | Pack of 1,155,149,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Shampoo,129.63,10.00%,14.9,114.73,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB3797,WB,Emami Ltd,Kesh King,3797,Kesh King Anti Hair Fall Shampoo | 200ml | Pack of 1,155,149,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Shampoo,129.63,10.00%,14.9,114.73,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG3832,CG,Emami Ltd,Navratna,3832,Navratan Ayurvedic Oil Extra Cold Thanda 180ml,150,141,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,122.67,8.00%,11.28,111.39,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH3832,JH,Emami Ltd,Navratna,3832,Navratan Ayurvedic Oil Extra Cold Thanda 180ml,150,141,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,122.67,8.00%,11.28,111.39,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG3797,CG,Emami Ltd,Kesh King,3797,Kesh King Anti Hair Fall Shampoo | 200ml | Pack of 1,149,149,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Shampoo,129.63,10.00%,14.9,114.73,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH101608,JH,Emami Ltd,Dermi Cool,101608,Dermi Cool Her Pickly Heat Powder | 150g | Pack of 1,145,155,13.00%,,,,,,Off Invoice,Health & Wellness,Pain Relief,Derma Care Talc,134.85,10.00%,15.5,119.35,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH101608,JH,Emami Ltd,Dermi Cool,101608,Dermi Cool Her Pickly Heat Powder | 150g | Pack of 1,145,155,13.00%,,,,,,Off Invoice,Health & Wellness,Pain Relief,Derma Care Talc,134.85,10.00%,15.5,119.35,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB3832,WB,Emami Ltd,Navratna,3832,Navratan Ayurvedic Oil Extra Cold Thanda 180ml,141,141,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,122.67,8.00%,11.28,111.39,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG88799,CG,Emami Ltd,Dermi,88799,Dermi Cool Soothing Lavender Prickly Heat Powder 150g,130,155,13.00%,,,,,,Off Invoice,Health & Wellness,Pain Relief,Derma Care Talc,134.85,10.00%,15.5,119.35,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,CG11279,CG,Emami Ltd,Emami 7 Oil,11279,Emami 7 Oils in One 200ml,129,129,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,112.23,5.00%,6.45,105.78,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH11279,JH,Emami Ltd,Emami 7 Oil,11279,Emami 7 Oils in One 200ml,129,129,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,112.23,5.00%,6.45,105.78,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,WB11279,WB,Emami Ltd,Emami 7 Oil,11279,Emami 7 Oils in One 200ml,129,129,13.00%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,112.23,5.00%,6.45,105.78,https://drive.google.com/drive/folders/109IJk4lB8yrUI_Bdim7wpcy-r9YOK4Dc?usp=sharing,,,,,,,,,,
FMCGNF,JH104808,JH,Honsa Consumer Limited,THE Derma Co,104808,The Derma Co 1% Hyaluronic Sunscreen Aqua Gel SPF 50 PA++++ - 80g,649,649,25.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Sunscreen,486.75,10.00%,64.9,421.85,https://drive.google.com/drive/folders/1_FTM1SrAKkqWLWKLW1CiOSg0A9no6xRt?usp=sharing,,,,,,,,,,
FMCGNF,WB104808,WB,Honsa Consumer Limited,THE Derma Co,104808,The Derma Co 1% Hyaluronic Sunscreen Aqua Gel SPF 50 PA++++ - 80g,649,649,25.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Sunscreen,486.75,10.00%,64.9,421.85,https://drive.google.com/drive/folders/1_FTM1SrAKkqWLWKLW1CiOSg0A9no6xRt?usp=sharing,,,,,,,,,,
FMCGNF,CG104557,CG,ITC Ltd,Fiama,104557,Fiama Gel Bar Celebration Pack | 125g | Pack of 5,425,425,15.00%,,,,,,Off Invoice,Personal Care,Bath & Body Wash,Soaps,361.25,25%,106.25,255,https://drive.google.com/drive/folders/1aXXYhEzvTTYSeGK7OgyzKeYPRsibSfSl?usp=sharing,,,,,,,,,,
FMCGNF,JH104557,JH,ITC Ltd,Fiama,104557,Fiama Gel Bar Celebration Pack | 125g | Pack of 5,398,398,15.00%,,,,,,Off Invoice,Personal Care,Bath & Body Wash,Soaps,338.3,25%,99.5,238.8,https://drive.google.com/drive/folders/1aXXYhEzvTTYSeGK7OgyzKeYPRsibSfSl?usp=sharing,,,,,,,,,,
FMCGNF,WB104557,WB,ITC Ltd,Fiama,104557,Fiama Gel Bar Celebration Pack | 125g | Pack of 5,398,398,15.00%,,,,,,Off Invoice,Personal Care,Bath & Body Wash,Soaps,338.3,25%,99.5,238.8,https://drive.google.com/drive/folders/1aXXYhEzvTTYSeGK7OgyzKeYPRsibSfSl?usp=sharing,,,,,,,,,,
FMCGNF,WB97076,WB,ITC Ltd,Engage,97076,Engage Mate Deodorant 220ml,360,360,22.00%,,,,,,Off Invoice,Personal Care,Fragrances,Deodorants,280.8,33%,118.8,162,https://drive.google.com/drive/folders/1aXXYhEzvTTYSeGK7OgyzKeYPRsibSfSl?usp=sharing,,,,,,,,,,
FMCGNF,CG97076,CG,ITC Ltd,Engage,97076,Engage Mate Deodorant 220ml,350,350,22.00%,,,,,,Off Invoice,Personal Care,Fragrances,Deodorants,273,33%,115.5,157.5,https://drive.google.com/drive/folders/1aXXYhEzvTTYSeGK7OgyzKeYPRsibSfSl?usp=sharing,,,,,,,,,,
