source,Key,State,Marketed By,Brand,Item Code,Item Name,System MRP,MRP by Vendor,GKM (TOT Margin),GRN Margin,April invoice Landing,April Offer %,April Offer Rs.,April Final Landing,Promo Type,Category,Sub Category,Leaf Category,Apr 26 invoice Landing,Apr 26 Offer %,Apr 26 Offer Rs.,Apr 26 Final Landing,Offer Link,On Pack Selling Price,KEY,STATE,MRP,% Offer,Rs.Offer,Promo Per Unit,FINAL OFFER VALUE,LATEST INWARD COST,OFF INVOICE ADJUSTED COST
FMCGF,WB86557,WB,ITC Ltd,Bingo,86557,Bingo Cheese Nachos With Free Dip 44g,,20,15%,25.00%,17,10%,2,15,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB92148,WB,ITC Ltd,Bingo,92148,Bingo Original Style Flat Cut Salt Sprinkled Potato Chips 45 g,,20,15%,25.00%,17,10%,2,15,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB92149,WB,ITC Ltd,Bingo,92149,Bingo Original Style Flat Cut Chilli Sprinkled Potato Chips 85g,,50,15%,40.00%,42.5,25%,12.5,30,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB95128,WB,ITC Ltd,Bingo,95128,Bingo Hashtags Cream & Onion Potato Chips 53g,,30,15%,35.00%,25.5,20%,6,19.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB95132,WB,ITC Ltd,Bingo,95132,Bingo Hashtags Spicy Masala Potato Chips 53g,,30,15%,35.00%,25.5,20%,6,19.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB13443,WB,ITC Ltd,Bingo,13443,Bingo Tedhe Medhe Masala Tadka 40g,,20,15%,30.00%,17,15%,3,14,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB34756,WB,ITC Ltd,Yippee,34756,Sunfeast YiPPee Magic Masala | 560g | Pack of 1,,120,13%,36.00%,104.4,23%,27.6,76.8,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB11242,WB,ITC Ltd,Yippee,11242,Sunfeast Yippee Magic Masala Noodles 240g,,35,13%,28.00%,30.45,15%,5.25,25.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB100856,WB,ITC Ltd,Sunfeast,100856,Yippee Spicy Kimchi Veg Korean Noodles 75g Pack of 1,,55,13%,33.00%,47.85,20%,11,36.85,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB100855,WB,ITC Ltd,Sunfeast,100855,"Sunfeast YiPPee! Korean Fiery Hot Style Noodles, Deliciously Spicy Noodles with 5 Added Vegetables 75g Pack of 1",,55,13%,33.00%,47.85,20%,11,36.85,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB2863,WB,ITC Ltd,Sunfeast Yippee,2863,Sunfeast Instant Yippee Noodles Mood Masala With 2 Masala Mix Sachet 260g,,80,13%,33.00%,69.6,20%,16,53.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB28835,WB,ITC Ltd,Sunfeast,28835,Sunfeast Yippee Pasta Treat Masala 65g,,28,13%,33.00%,24.36,20%,5.6,18.76,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB11792,WB,Greendot Health Foods,Cornitos,11792,Cornitos Nacho Crisps Cheese and Herbs 60g,,35,25%,35.00%,26.25,10%,3.5,22.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB11799,WB,Greendot Health Foods,Cornitos,11799,Cornitos Nacho Crisps Sizzlin Jalapeno 55g,,35,25%,35.00%,26.25,10%,3.5,22.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB11804,WB,Greendot Health Foods,Cornitos,11804,Cornitos Nacho Crisps Sweet Chili 60g,,35,25%,35.00%,26.25,10%,3.5,22.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB101519,WB,Greendot Health Foods,Cornitos,101519,Cornitos Peri Peri Nachos 55g Pack of 1,,35,25%,35.00%,26.25,10%,3.5,22.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB11787,WB,Greendot Health Foods,Cornitos,11787,Cornitos Nacho Crisps Tikka Masala 60g,,35,25%,35.00%,26.25,10%,3.5,22.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB11794,WB,Greendot Health Foods,Cornitos,11794,Cornitos Nacho Crisps 3 Pack Combo with Free Dip Combo 60g,,120,25%,43.00%,90,18%,21.6,68.4,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB84798,WB,Greendot Health Foods,Cornitos,84798,Cornitos Nachos Jalapeno & Salsa Dip 70g Tray,,70,25%,35.00%,52.5,10%,7,45.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB82802,WB,Greendot Health Foods,Cornitos,82802,Cornitos Peri Peri Nachos & Salsa Dip Nacho Crispa 70g,,70,25%,35.00%,52.5,10%,7,45.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB70215,WB,Greendot Health Foods,Cornitos,70215,Cornitos Party Mix Snacks 200g,,145,25%,35.00%,108.75,10%,14.5,94.25,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB101520,WB,Greendot Health Foods,Cornitos,101520,Cornitos Crusties Sour Cream & Onion 62gm Pack of 1,,60,25%,62.50%,45,38%,22.5,22.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB101521,WB,Greendot Health Foods,Cornitos,101521,Cornitos Crusties Korean Chilli 62gm Pack of 1,,60,25%,62.50%,45,38%,22.5,22.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB101522,WB,Greendot Health Foods,Cornitos,101522,Cornitos Crusties | Classic Cheese Balls | 52g | Pack of 1,,50,25%,62.50%,37.5,38%,18.75,18.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB42859,WB,Greendot Health Foods,Cornitos,42859,Cornitos Crusties Chana Snacks Cholesterol & Gluten Free Dilli Chaat 50g,,50,25%,62.50%,37.5,38%,18.75,18.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB8594,WB,Weikfield Foods Private Limited.,Weikfield,8594,WK CORNFLOUR 107 gm,,33,25%,34.09%,24.75,9%,3,21.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB13555,WB,Weikfield Foods Private Limited.,Weikfield,13555,WK CORNFLOUR 500 gm,,89,25%,36.24%,66.75,11%,10,56.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB43150,WB,Weikfield Foods Private Limited.,Weikfield,43150,CHEF BASKET MACARONI 850g,,112,25%,38.39%,84,13%,15,69,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB8351,WB,Weikfield Foods Private Limited.,Weikfield,8351,WK BAKING POWDER 400 gm,,103,25%,34.71%,77.25,10%,10,67.25,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB8315,WB,Weikfield Foods Private Limited.,Weikfield,8315,WK CUSTURD 107g VANILA,,45,25%,29.44%,33.75,4%,2,31.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB13909,WB,Weikfield Foods Private Limited.,Weikfield,13909,WK CUSTURD 500 gm,,165,25%,31.06%,123.75,6%,10,113.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB81866,WB,Pepsico Foods,Lays,81866,Lays american style cream & onion | 80 g | Pack of 1,,48,14%,34.00%,41.28,20%,9.6,31.68,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB104543,WB,Pepsico Foods,Lays,104543,Lay's Hot & Sweet Chips | 82g | Pack of 1,,48,14%,34.00%,41.28,20%,9.6,31.68,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB75502,WB,Pepsico Foods,Lays,75502,Lays Indias Magic Masala Potato Chips 82g,,48,14%,34.00%,41.28,20%,9.6,31.68,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB104544,WB,Pepsico Foods,Lays,104544,Lay's Spanish Tomato Chips | 82g | Pack of 1,,48,14%,34.00%,41.28,20%,9.6,31.68,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB14654,WB,Pepsico Foods,Quaker,14654,Quaker Oats Pouch 1 kg,,210,13%,28.00%,182.7,15%,31.5,151.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB2598,WB,Pepsico Foods,Quaker,2598,Quaker Wholegrain Oats 400g,,86,13%,18.81%,74.82,6%,5,69.82,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB72114,WB,Pepsico Foods,Lays,72114,Sesa Ayurvedic Hand Wash Real Turmeric Extract 750ml,,30,14%,21.00%,25.8,7%,2.1,23.7,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB4666,WB,Pepsico Foods,Lays,4666,Uncle Chipps Plain Salted Potato Chips 48.1g,,20,14%,24.00%,17.2,10%,2,15.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,WB4668,WB,Pepsico Foods,Lays,4668,Uncle Chipps Spice Treat Potato Chips 48.1g,,20,14%,24.00%,17.2,10%,2,15.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGNF,CG104877,CG,Nobel Hygiene Pvt Ltd,RIO,104877,RIO SANITARY NAPKINS XLARGE COTTONY COVER 6'S,0,36,30%,,,,,,Off Invoice,Personal Care,Feminine Hygiene,Sanitary Pads,25.2,27.80%,10,15.2,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,JH104877,JH,Nobel Hygiene Pvt Ltd,RIO,104877,RIO SANITARY NAPKINS XLARGE COTTONY COVER 6'S,0,36,30%,,,,,,Off Invoice,Personal Care,Feminine Hygiene,Sanitary Pads,25.2,27.80%,10,15.2,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,WB104877,WB,Nobel Hygiene Pvt Ltd,RIO,104877,RIO SANITARY NAPKINS XLARGE COTTONY COVER 6'S,36,36,30%,,,,,,Off Invoice,Personal Care,Feminine Hygiene,Sanitary Pads,25.2,27.80%,10,15.2,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,CG104876,CG,Nobel Hygiene Pvt Ltd,Teddyy,104876,TEDDYY BABY PANTS PREMIUM LARGE 32's,0,549,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,384.3,27.00%,148,236.3,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,JH104876,JH,Nobel Hygiene Pvt Ltd,Teddyy,104876,TEDDYY BABY PANTS PREMIUM LARGE 32's,0,549,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,384.3,27.00%,148,236.3,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,WB104876,WB,Nobel Hygiene Pvt Ltd,Teddyy,104876,TEDDYY BABY PANTS PREMIUM LARGE 32's,549,549,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,384.3,27.00%,148,236.3,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,CG104875,CG,Nobel Hygiene Pvt Ltd,Teddyy,104875,TEDDYY BABY PANTS PREMIUM MEDIUM 36's,0,549,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,384.3,27.00%,148,236.3,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,JH104875,JH,Nobel Hygiene Pvt Ltd,Teddyy,104875,TEDDYY BABY PANTS PREMIUM MEDIUM 36's,0,549,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,384.3,27.00%,148,236.3,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,WB104875,WB,Nobel Hygiene Pvt Ltd,Teddyy,104875,TEDDYY BABY PANTS PREMIUM MEDIUM 36's,549,549,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,384.3,27.00%,148,236.3,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,CG104874,CG,Nobel Hygiene Pvt Ltd,Teddyy,104874,TEDDYY BABY PANTS PREMIUM SMALL 42's,0,549,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,384.3,27.00%,148,236.3,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,JH104874,JH,Nobel Hygiene Pvt Ltd,Teddyy,104874,TEDDYY BABY PANTS PREMIUM SMALL 42's,0,549,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,384.3,27.00%,148,236.3,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,WB104874,WB,Nobel Hygiene Pvt Ltd,Teddyy,104874,TEDDYY BABY PANTS PREMIUM SMALL 42's,549,549,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,384.3,27.00%,148,236.3,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,CG103886,CG,Nobel Hygiene Pvt Ltd,Teddyy,103886,Teddyy Wet Wipes With Lid | 72 Wipes | Pack of 1,0,199,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,139.3,45.50%,90.55,48.75,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,JH103886,JH,Nobel Hygiene Pvt Ltd,Teddyy,103886,Teddyy Wet Wipes With Lid | 72 Wipes | Pack of 1,0,199,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,139.3,45.50%,90.55,48.75,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,WB103886,WB,Nobel Hygiene Pvt Ltd,Teddyy,103886,Teddyy Wet Wipes With Lid | 72 Wipes | Pack of 1,0,199,30%,,,,,,Off Invoice,Baby Care,Baby Hygiene,Diapers & Wipes,139.3,45.50%,90.55,48.75,https://drive.google.com/drive/folders/1VesM6ZEAzWoTMDeNSXJ7KhU-0jCwyblF?usp=sharing,,,,,,,,,,
FMCGNF,CG74009,CG,Adret Retail Pvt Ltd,Kapiva,74009,Kapiva Pure Aloe Vera Hydrating Face Gel 150ml,150,150,28.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Face Cream & Gel,108,10.00%,15,93,https://drive.google.com/drive/folders/1T0WewydPdkTzg9f-NPfw-UvSAnn5D4eN?usp=sharing,,,,,,,,,,
FMCGNF,JH74009,JH,Adret Retail Pvt Ltd,Kapiva,74009,Kapiva Pure Aloe Vera Hydrating Face Gel 150ml,150,150,28.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Face Cream & Gel,108,10.00%,15,93,https://drive.google.com/drive/folders/1T0WewydPdkTzg9f-NPfw-UvSAnn5D4eN?usp=sharing,,,,,,,,,,
FMCGNF,WB74009,WB,Adret Retail Pvt Ltd,Kapiva,74009,Kapiva Pure Aloe Vera Hydrating Face Gel 150ml,150,150,28.00%,,,,,,Off Invoice,Personal Care,Face & Skin Care,Face Cream & Gel,108,10.00%,15,93,https://drive.google.com/drive/folders/1T0WewydPdkTzg9f-NPfw-UvSAnn5D4eN?usp=sharing,,,,,,,,,,
FMCGNF,JH13651,JH,Dabur India Limited,Dabur,13651,Dabur Almond Hair Oil 485ml,325,305,9.90%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,274.805,24.60%,75,199.805,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB13651,WB,Dabur India Limited,Dabur,13651,Dabur Almond Hair Oil 485ml,325,305,9.91%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,274.7745,24.60%,75,199.7745,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG13651,CG,Dabur India Limited,Dabur,13651,Dabur Almond Hair Oil 485ml,315,305,9.91%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,274.7745,24.60%,75,199.7745,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG33012,CG,Dabur India Limited,Odonil,33012,"Odonil Assorted Air Freshener, 288 g (4 N X 72 g each)",310,310,9.90%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,279.31,16.10%,50,229.31,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH33012,JH,Dabur India Limited,Odonil,33012,"Odonil Assorted Air Freshener, 288 g (4 N X 72 g each)",310,310,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,279.279,16.10%,50,229.279,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB33012,WB,Dabur India Limited,Odonil,33012,"Odonil Assorted Air Freshener, 288 g (4 N X 72 g each)",310,310,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,279.279,16.10%,50,229.279,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH101476,JH,Dabur India Limited,Dabur,101476,Dabur Red Toothpaste 350g Pack of 1,283,251,9.90%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,226.151,19.90%,50,176.151,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG10154,CG,Dabur India Limited,Dabur,10154,Dabur Red Gel Super Saver Pack | 150g x 2 | Pack of 2,280,272,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,245.0448,18.40%,50,195.0448,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH10154,JH,Dabur India Limited,Dabur,10154,Dabur Red Gel Super Saver Pack | 150g x 2 | Pack of 2,246,272,9.90%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,245.072,18.40%,50,195.072,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB10154,WB,Dabur India Limited,Dabur,10154,Dabur Red Gel Super Saver Pack | 150g x 2 | Pack of 2,246,272,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,245.0448,18.40%,50,195.0448,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG8070,CG,Dabur India Limited,Sanifresh,8070,Sanifresh Ultra shine 2x500ml Free Odonil 75g,240,210,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Disinfectant & Cleaners,Toilet Cleaner,189.189,14.30%,30,159.189,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH8070,JH,Dabur India Limited,Sanifresh,8070,Sanifresh Ultra shine 2x500ml Free Odonil 75g,240,210,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Disinfectant & Cleaners,Toilet Cleaner,189.189,14.30%,30,159.189,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB8070,WB,Dabur India Limited,Sanifresh,8070,Sanifresh Ultra shine 2x500ml Free Odonil 75g,240,210,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Disinfectant & Cleaners,Toilet Cleaner,189.189,14.30%,30,159.189,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG35638,CG,Dabur India Limited,Dabur Red,35638,Dabur Red Toothpaste 300g + Free Toothbrush 1N Combo,231,206,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,185.5854,17.00%,35,150.5854,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG10703,CG,Dabur India Limited,Dabur,10703,Dabur Amla Hair Oil 450ml,225,225,9.91%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,202.7025,8.00%,18,184.7025,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG5042,CG,Dabur India Limited,Sani Fresh,5042,Sanifresh Toilet Cleaner Ultra Shine Pack Of 1 1Ltr,225,235,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Disinfectant & Cleaners,Toilet Cleaner,211.7115,31.90%,75,136.7115,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG29164,CG,Dabur India Limited,Odonil,29164,Odonil Assorted Air Freshener | 192g | Pack of 4,212,192,9.90%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,172.992,13.00%,25,147.992,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH29164,JH,Dabur India Limited,Odonil,29164,Odonil Assorted Air Freshener | 192g | Pack of 4,212,192,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,172.9728,13.00%,25,147.9728,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB29164,WB,Dabur India Limited,Odonil,29164,Odonil Assorted Air Freshener | 192g | Pack of 4,212,192,9.90%,,,,,,Off Invoice,Cleaning & Household Needs,Fresheners,Air Fresheners,172.992,13.00%,25,147.992,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH35638,JH,Dabur India Limited,Dabur Red,35638,Dabur Red Toothpaste 300g + Free Toothbrush 1N Combo,204,206,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,185.5854,17.00%,35,150.5854,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB35638,WB,Dabur India Limited,Dabur Red,35638,Dabur Red Toothpaste 300g + Free Toothbrush 1N Combo,204,206,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,185.5854,17.00%,35,150.5854,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG18052,CG,Dabur India Limited,Dabur Vatika,18052,Dabur Vatika Enriched Coconut Hair Oil 300ml,180,180,9.91%,,,,,,Off Invoice,Personal Care,Hair Care,Hair Oil,162.162,8.30%,15,147.162,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG1467,CG,Dabur India Limited,Dabur Red,1467,Dabur Red Gel Toothpaste 150g,136,130,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,117.117,19.20%,25,92.117,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG8305,CG,Dabur India Limited,Dabur Red,8305,Dabur Red Paste 200g,135,136,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,122.5224,3.70%,5,117.5224,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH8305,JH,Dabur India Limited,Dabur Red,8305,Dabur Red Paste 200g,135,136,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,122.5224,3.70%,5,117.5224,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB8305,WB,Dabur India Limited,Dabur Red,8305,Dabur Red Paste 200g,135,136,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,122.5224,3.70%,5,117.5224,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH16781,JH,Dabur India Limited,Odomos,16781,Odomos lotion Mosquito Repellent 120ml,130,115,11.50%,,,,,,Off Invoice,Cleaning & Household Needs,Repellents,Mosquito Repellants,101.775,7.00%,8,93.775,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB16781,WB,Dabur India Limited,Odomos,16781,Odomos lotion Mosquito Repellent 120ml,130,115,9.90%,,,,,,Off Invoice,Cleaning & Household Needs,Repellents,Mosquito Repellants,103.615,7.00%,8,95.615,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,JH1467,JH,Dabur India Limited,Dabur Red,1467,Dabur Red Gel Toothpaste 150g,123,130,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,117.117,19.20%,25,92.117,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,WB1467,WB,Dabur India Limited,Dabur Red,1467,Dabur Red Gel Toothpaste 150g,123,130,9.91%,,,,,,Off Invoice,Personal Care,Oral Care,Toothpaste & Tooth Powder,117.117,19.20%,25,92.117,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
FMCGNF,CG16781,CG,Dabur India Limited,Odomos,16781,Odomos lotion Mosquito Repellent 120ml,120,115,9.91%,,,,,,Off Invoice,Cleaning & Household Needs,Repellents,Mosquito Repellants,103.6035,7.00%,8,95.6035,https://drive.google.com/drive/folders/1X9JsVZySYbFFHG9l4ZjKhbFnS0bpTs6h?usp=sharing,,,,,,,,,,
